iter	Passed	Remaining
308	182590	999226
309	183199	998733
310	183752	997937
311	184394	997624
312	184959	996892
313	185591	996520
314	186215	996106
315	186745	995188
316	187374	994796
317	187903	993880
318	188476	993192
319	189060	992569
320	189618	991805
321	190259	991478
322	190868	990979
323	191393	990049
324	192003	989558
325	192641	989210
326	193272	988823
327	193908	988460
328	194453	987636
329	195089	987272
330	195664	986597
331	196358	986526
332	196900	985685
333	197523	985252
334	198104	984608
335	198645	983767
336	199246	983225
337	199789	982397
338	200399	981899
339	200958	981151
340	201566	980640
341	202158	980053
342	202697	979210
343	203226	978323
344	203788	977596
345	204379	977005
346	204976	976444
347	205595	975987
348	206229	975601
349	206845	975127
350	207467	974681
351	208156	974549
352	208693	973707
353	209230	972864
354	209751	971949
355	210305	971187
356	210855	970408
357	211441	969796
358	211995	969036
359	212556	968312
360	213188	967911
361	213777	967312
362	214324	966526
363	214905	965893
364	215589	965721
365	216248	965436
366	216889	965068
367	217529	964695
368	218095	963993
369	218744	963659
370	219367	963207
371	219959	962619
372	220573	962125
373	221098	961245
374	221707	960732
375	222274	960035
376	222889	959549
377	223421	958702
378	223950	957847
379	224547	957281
380	225089	956483
381	225629	955675
382	226259	955254
383	226812	954503
384	227350	953690
385	227897	952919
386	228477	952284
387	229134	951970
388	229661	951119
389	230255	950540
390	230890	950135
391	231485	949561
392	232034	948802
393	232669	948393
394	233277	947872
395	233908	947449
396	234500	946863
397	235101	946314
398	235705	945775
399	236376	945506
400	237028	945159
401	237630	944609
402	238235	944075
403	238868	943649
404	239443	942995
405	240095	942641
406	240673	941996
407	241263	941402
408	241872	940877
409	242480	940352
410	243098	939864
411	243619	938998
412	244192	938337
413	244753	937628
414	245407	937278
415	246009	936729
416	246713	936564
417	247390	936295
418	247979	935693
419	248515	934892
420	249118	934343
421	249672	933610
422	250326	933251
423	250998	932955
424	251625	932496
425	252301	932212
426	252889	931606
427	253474	930984
428	254054	930349
429	254599	929582
430	255188	928979
431	255721	928174
432	256311	927574
433	256925	927064
434	257641	926918
435	258311	926602
436	258908	926025
437	259574	925695
438	260211	925261
439	260775	924567
440	261369	923978
441	262002	923528
442	262653	923139
443	263234	922507
444	263877	922087
445	264477	921519
446	265080	920960
447	265676	920378
448	266321	919966
449	266933	919436
450	267468	918644
451	268044	917994
452	268674	917527
453	269237	916830
454	269868	916366
455	270462	915776
456	271097	915324
457	271753	914943
458	272347	914350
459	272966	913843
460	273606	913405
461	274300	913147
462	274890	912540
463	275521	912069
464	276142	911566
465	276763	911061
466	277402	910616
467	277999	910032
468	278633	909569
469	279255	909065
470	279849	908469
471	280475	907978
472	281111	907520
473	281736	907023
474	282333	906437
475	282971	905984
476	283495	905163
477	284120	904667
478	284777	904273
479	285434	903877
480	286110	903539
481	286688	902889
482	287260	902223
483	287859	901641
484	288440	901004
485	289169	900829
486	289852	900506
487	290366	899659
488	291010	899215
489	291535	898405
490	292161	897906
491	292813	897486
492	293442	896993
493	294052	896444
494	294691	895980
495	295247	895266
496	295886	894802
497	296454	894125
498	297139	893801
499	297792	893378
500	298357	892691
501	298989	892203
502	299548	891498
503	300091	890747
504	300722	890256
505	301250	889464
506	301879	888967
507	302484	888398
508	303141	887983
509	303762	887462
510	304346	886833
511	304933	886211
512	305613	885862
513	306291	885503
514	306830	884742
515	307375	884003
516	308073	883699
517	308674	883119
518	309277	882542
519	309834	881836
520	310440	881269
521	311074	880781
522	311620	880045
523	312185	879363
524	312722	878600
525	313308	877977
526	313900	877371
527	314424	876578
528	315116	876249
529	315674	875549
530	316248	874895
531	316846	874305
532	317463	873769
533	318103	873295
534	318688	872671
535	319353	872263
536	320029	871886
537	320674	871425
538	321290	870881
539	321820	870106
540	322367	869380
541	322938	868716
542	323646	868420
543	324246	867836
544	324839	867232
545	325384	866500
546	325950	865824
547	326563	865274
548	327135	864615
549	327726	864005
550	328270	863274
551	328925	862833
552	329484	862142
553	330100	861598
554	330693	860994
555	331260	860324
556	331908	859864
557	332408	859020
558	333079	858618
559	333704	858097
560	334287	857468
561	334939	857017
562	335522	856386
563	336085	855706
564	336659	855054
565	337160	854220
566	337713	853516
567	338347	853015
568	338884	852273
569	339490	851703
570	340111	851173
571	340658	850454
572	341242	849831
573	341880	849341
574	342398	848553
575	342964	847885
576	343640	847488
577	344254	846938
578	344939	846560
579	345610	846149
580	346313	845814
581	346840	845050
582	347371	844297
583	347976	843724
584	348547	843068
585	349112	842398
586	349787	841993
587	350349	841314
588	350947	840724
589	351499	840025
590	352009	839223
591	352583	838576
592	353232	838107
593	353824	837504
594	354503	837104
595	355132	836586
596	355746	836033
597	356337	835425
598	356869	834680
599	357378	833883
600	357985	833314
601	358638	832851
602	359230	832246
603	359751	831478
604	360419	831050
605	361030	830490
606	361687	830033
607	362295	829465
608	362898	828885
609	363505	828316
610	364017	827528
611	364694	827117
612	365199	826316
613	365753	825625
614	366407	825161
615	367050	824670
616	367631	824041
617	368285	823576
618	368905	823034
619	369401	822216
620	369925	821461
621	370501	820820
622	371119	820275
623	371675	819591
624	372257	818966
625	372856	818378
626	373449	817777
627	374035	817160
628	374647	816599
629	375312	816154
630	375908	815559
631	376513	814984
632	377177	814537
633	377723	813833
634	378295	813186
635	378848	812498
636	379423	811859
637	379957	811132
638	380632	810704
639	381200	810051
640	381833	809533
641	382410	808899
642	383072	808443
643	383718	807954
644	384393	807524
645	385058	807073
646	385645	806458
647	386304	805994
648	386919	805435
649	387560	804934
650	388092	804203
651	388697	803625
652	389272	802986
653	389882	802419
654	390441	801745
655	391103	801285
656	391738	800767
657	392333	800168
658	392895	799504
659	393579	799085
660	394257	798654
661	394924	798201
662	395498	797557
663	396056	796884
664	396711	796405
665	397304	795802
666	397875	795154
667	398506	794626
668	399157	794138
669	399841	793715
670	400404	793050
671	401007	792467
672	401604	791870
673	402187	791247
674	402774	790631
675	403431	790153
676	404050	789599
677	404627	788963
678	405275	788466
679	405887	787899
680	406520	787371
681	407216	786966
682	407840	786421
683	408501	785947
684	409110	785372
685	409686	784735
686	410250	784074
687	410796	783378
688	411352	782703
689	411971	782148
690	412549	781516
691	413132	780891
692	413690	780221
693	414246	779548
694	414832	778929
695	415405	778289
696	416031	777746
697	416654	777197
698	417216	776536
699	417792	775899
700	418491	775492
701	419117	774949
702	419720	774363
703	420249	773641
704	420848	773047
705	421472	772500
706	422116	771989
707	422696	771360
708	423384	770929
709	423912	770207
710	424526	769639
711	425114	769026
712	425723	768452
713	426347	767903
714	426994	767395
715	427628	766864
716	428272	766351
717	428938	765876
718	429478	765176
719	430133	764681
720	430744	764109
721	431386	763590
722	432011	763041
723	432639	762497
724	433277	761971
725	433879	761380
726	434427	760696
727	434972	760006
728	435612	759483
729	436185	758842
730	436871	758399
731	437483	757826
732	438079	757226
733	438758	756767
734	439326	756120
735	439860	755411
736	440366	754657
737	440983	754093
738	441568	753475
739	442180	752902
740	442857	752439
741	443517	751948
742	444079	751288
743	444702	750734
744	445287	750114
745	445908	749556
746	446519	748980
747	447099	748354
748	447736	747821
749	448308	747180
750	448932	746627
751	449502	745982
752	450128	745432
753	450758	744887
754	451352	744282
755	452040	743834
756	452690	743321
757	453324	742782
758	453908	742161
759	454492	741540
760	455146	741033
761	455699	740362
762	456292	739755
763	456950	739254
764	457466	738524
765	458041	737889
766	458690	737373
767	459332	736845
768	460036	736416
769	460594	735755
770	461170	735120
771	461841	734639
772	462444	734048
773	463049	733461
774	463688	732926
775	464199	732190
776	464736	731496
777	465252	730769
778	465871	730204
779	466410	729513
780	466981	728874
781	467587	728287
782	468218	727741
783	468904	727280
784	469548	726753
785	470219	726268
786	470895	725789
787	471471	725156
788	472099	724603
789	472639	723916
790	473281	723384
791	473872	722775
792	474458	722157
793	475066	721574
794	475656	720963
795	476293	720423
796	476974	719950
797	477480	719212
798	478035	718549
799	478679	718019
800	479268	717406
801	479902	716862
802	480594	716403
803	481103	715670
804	481760	715160
805	482411	714639
806	483087	714154
807	483674	713540
808	484372	713087
809	484973	712491
810	485561	711877
811	486091	711177
812	486610	710463
813	487219	709879
814	487880	709372
815	488496	708798
816	489047	708131
817	489708	707622
818	490292	707002
819	490850	706346
820	491442	705737
821	491997	705076
822	492592	704472
823	493205	703894
824	493804	703296
825	494474	702799
826	495063	702188
827	495562	701448
828	496160	700848
829	496712	700185
830	497311	699587
831	497863	698923
832	498449	698307
833	499101	697784
834	499767	697280
835	500403	696734
836	500952	696066
837	501519	695423
838	502190	694926
839	502749	694272
840	503363	693695
841	503969	693107
842	504530	692457
843	505112	691836
844	505796	691354
845	506443	690822
846	506948	690095
847	507564	689521
848	508121	688866
849	508666	688196
850	509237	687559
851	509900	687048
852	510514	686471
853	511004	685727
854	511567	685081
855	512172	684492
856	512823	683963
857	513402	683340
858	513986	682722
859	514538	682062
860	515160	681495
861	515733	680863
862	516352	680292
863	516897	679625
864	517530	679071
865	518217	678590
866	518848	678033
867	519450	677440
868	520057	676853
869	520634	676225
870	521215	675605
871	521817	675011
872	522433	674435
873	523011	673810
874	523639	673250
875	524205	672611
876	524859	672083
877	525402	671414
878	526027	670849
879	526636	670264
880	527263	669702
881	527876	669122
882	528541	668608
883	529179	668059
884	529830	667526
885	530544	667072
886	531199	666545
887	531791	665937
888	532391	665339
889	533067	664837
890	533687	664264
891	534372	663772
892	534966	663167
893	535543	662539
894	536108	661899
895	536724	661321
896	537371	660781
897	538058	660290
898	538642	659671
899	539218	659045
900	539811	658437
901	540516	657967
902	541063	657305
903	541734	656793
904	542263	656109
905	542943	655607
906	543500	654957
907	544179	654453
908	544772	653846
909	545446	653337
910	546007	652692
911	546567	652045
912	547229	651520
913	547933	651045
914	548578	650499
915	549225	649957
916	549773	649296
917	550452	648790
918	551161	648319
919	551777	647738
920	552388	647151
921	553003	646570
922	553645	646019
923	554190	645355
924	554794	644761
925	555367	644130
926	555924	643480
927	556477	642827
928	557025	642168
929	557661	641610
930	558260	641009
931	558903	640460
932	559506	639863
933	560193	639364
934	560808	638782
935	561464	638246
936	562097	637683
937	562760	637155
938	563399	636599
939	564007	636008
940	564538	635331
941	565160	634755
942	565813	634214
943	566436	633641
944	567005	633006
945	567615	632417
946	568178	631775
947	568815	631217
948	569409	630610
949	570057	630064
950	570738	629552
951	571340	628954
952	571924	628336
953	572512	627723
954	573214	627234
955	573852	626676
956	574512	626140
957	575085	625510
958	575715	624942
959	576263	624285
960	576824	623642
961	577488	623111
962	578167	622595
963	578788	622017
964	579394	621422
965	579953	620778
966	580554	620178
967	581064	619481
968	581769	618993
969	582417	618443
970	583060	617888
971	583674	617302
972	584229	616653
973	584812	616034
974	585450	615474
975	586028	614849
976	586660	614282
977	587285	613706
978	587837	613055
979	588440	612458
980	588958	611772
981	589531	611143
982	590103	610513
983	590716	609926
984	591421	609434
985	592059	608872
986	592709	608322
987	593301	607713
988	593960	607172
989	594556	606567
990	595160	605970
991	595807	605417
992	596422	604831
993	597099	604308
994	597710	603717
995	598308	603114
996	598982	602586
997	599592	601995
998	600224	601426
999	600846	600846
1000	601524	600323
1001	602045	599641
1002	602696	599091
1003	603220	598414
1004	603793	597786
1005	604423	597213
1006	605020	596608
1007	605594	595982
1008	606206	595392
1009	606848	594831
1010	607416	594198
1011	608056	593636
1012	608678	593055
1013	609325	592500
1014	609888	591861
1015	610471	591244
1016	611060	590631
1017	611713	590081
1018	612351	589516
1019	613005	588965
1020	613644	588401
1021	614202	587759
1022	614769	587125
1023	615332	586488
1024	616172	586115
1025	616842	585579
1026	617470	585004
1027	618082	584412
1028	618732	583857
1029	619338	583260
1030	619984	582701
1031	620625	582137
1032	621254	581561
1033	621877	580980
1034	622574	580467
1035	623101	579797
1036	623825	579309
1037	624404	578687
1038	625037	578114
1039	625649	577522
1040	626307	576972
1041	626968	576425
1042	627577	575831
1043	628141	575194
1044	628861	574700
1045	629545	574174
1046	630187	573609
1047	630834	573048
1048	631463	572470
1049	632117	571915
1050	632751	571342
1051	633353	570740
1052	634008	570185
1053	634589	569565
1054	635200	568970
1055	635778	568347
1056	636418	567778
1057	637015	567172
1058	637611	566565
1059	638166	565921
1060	638799	565346
1061	639363	564710
1062	640015	564152
1063	640590	563526
1064	641228	562956
1065	641790	562318
1066	642411	561733
1067	643050	561164
1068	643612	560526
1069	644258	559962
1070	644841	559344
1071	645506	558796
1072	646094	558182
1073	646689	557574
1074	647386	557053
1075	648082	556532
1076	648710	555951
1077	649321	555356
1078	649938	554766
1079	650527	554153
1080	651201	553611
1081	651819	553022
1082	652380	552385
1083	653000	551797
1084	653597	551190
1085	654127	550527
1086	654651	549858
1087	655262	549264
1088	655858	548656
1089	656509	548095
1090	657165	547537
1091	657711	546888
1092	658329	546298
1093	658874	545649
1094	659555	545112
1095	660152	544505
1096	660691	543850
1097	661354	543298
1098	661940	542683
1099	662575	542107
1100	663196	541520
1101	663751	540879
1102	664307	540239
1103	664836	539577
1104	665454	538987
1105	666022	538358
1106	666675	537796
1107	667300	537212
1108	667971	536665
1109	668575	536064
1110	669256	535525
1111	669873	534935
1112	670527	534373
1113	671203	533829
1114	671821	533239
1115	672501	532698
1116	673180	532155
1117	673851	531607
1118	674446	530998
1119	675146	530472
1120	675811	529918
1121	676428	529326
1122	677054	528741
1123	677628	528116
1124	678150	527450
1125	678709	526813
1126	679336	526229
1127	679845	525554
1128	680444	524949
1129	681139	524416
1130	681793	523853
1131	682396	523251
1132	682999	522648
1133	683652	522083
1134	684371	521569
1135	684922	520926
1136	685563	520353
1137	686118	519713
1138	686747	519130
1139	687341	518520
1140	687913	517894
1141	688564	517327
1142	689184	516737
1143	689864	516192
1144	690398	515537
1145	691013	514943
1146	691556	514295
1147	692148	513685
1148	692817	513130
1149	693476	512569
1150	694028	511928
1151	694647	511338
1152	695241	510727
1153	695858	510135
1154	696472	509540
1155	697041	508912
1156	697671	508329
1157	698341	507774
1158	699002	507213
1159	699671	506658
1160	700302	506075
1161	700861	505440
1162	701509	504869
1163	702136	504283
1164	702760	503695
1165	703350	503082
1166	704043	502543
1167	704604	501909
1168	705165	501276
1169	705801	500697
1170	706387	500081
1171	707045	499517
1172	707669	498928
1173	708382	498402
1174	709053	497845
1175	709658	497243
1176	710234	496621
1177	710855	496029
1178	711510	495462
1179	712170	494897
1180	712736	494268
1181	713248	493601
1182	713895	493028
1183	714399	492356
1184	714942	491711
1185	715603	491147
1186	716264	490584
1187	716888	489994
1188	717460	489369
1189	718164	488834
1190	718742	488213
1191	719289	487571
1192	719889	486966
1193	720524	486383
1194	721155	485799
1195	721783	485212
1196	722387	484609
1197	722914	483954
1198	723532	483360
1199	724114	482742
1200	724747	482159
1201	725309	481527
1202	725985	480972
1203	726511	480317
1204	727029	479658
1205	727643	479062
1206	728238	478453
1207	728841	477849
1208	729420	477230
1209	729994	476607
1210	730632	476027
1211	731184	475390
1212	731758	474768
1213	732393	474185
1214	732935	473542
1215	733502	472916
1216	734146	472339
1217	734699	471703
1218	735383	471152
1219	735967	470536
1220	736563	469929
1221	737132	469303
1222	737702	468679
1223	738306	468076
1224	738909	467473
1225	739609	466931
1226	740242	466346
1227	740819	465727
1228	741385	465100
1229	742009	464510
1230	742685	463952
1231	743342	463382
1232	743976	462797
1233	744504	462147
1234	745142	461565
1235	745712	460941
1236	746270	460311
1237	746916	459733
1238	747613	459187
1239	748190	458568
1240	748816	457978
1241	749375	457348
1242	750022	456771
1243	750642	456178
1244	751236	455569
1245	751894	454998
1246	752519	454408
1247	753045	453757
1248	753695	453182
1249	754343	452606
1250	754956	452008
1251	755536	451390
1252	756145	450790
1253	756697	450156
1254	757299	449552
1255	757811	448894
1256	758457	448316
1257	759145	447763
1258	759731	447149
1259	760318	446536
1260	760919	445931
1261	761477	445301
1262	762132	444728
1263	762721	444116
1264	763416	443566
1265	764041	442974
1266	764569	442327
1267	765277	441784
1268	765948	441219
1269	766483	440577
1270	767066	439962
1271	767695	439372
1272	768361	438804
1273	768924	438178
1274	769505	437562
1275	770038	436918
1276	770743	436372
1277	771378	435786
1278	771889	435130
1279	772447	434501
1280	773076	433912
1281	773679	433308
1282	774322	432727
1283	775006	432168
1284	775621	431571
1285	776180	430943
1286	776799	430348
1287	777356	429718
1288	778018	429147
1289	778640	428553
1290	779216	427935
1291	779782	427311
1292	780422	426727
1293	781040	426131
1294	781678	425547
1295	782191	424894
1296	782855	424323
1297	783415	423695
1298	784105	423139
1299	784676	422518
1300	785325	421939
1301	785953	421348
1302	786548	420740
1303	787153	420137
1304	787769	419540
1305	788281	418887
1306	788987	418338
1307	789632	417756
1308	790199	417133
1309	790866	416563
1310	791430	415938
1311	792073	415355
1312	792586	414704
1313	793095	414051
1314	793765	413482
1315	794366	412877
1316	795030	412305
1317	795651	411710
1318	796283	411121
1319	796932	410541
1320	797480	409908
1321	798087	409306
1322	798729	408722
1323	799380	408142
1324	799986	407540
1325	800519	406900
1326	801062	406266
1327	801773	405716
1328	802410	405129
1329	802910	404473
1330	803555	403890
1331	804114	403264
1332	804770	402687
1333	805489	402140
1334	806172	401576
1335	806768	400968
1336	807385	400371
1337	807952	399749
1338	808563	399148
1339	809258	398589
1340	809914	398011
1341	810500	397399
1342	811174	396829
1343	811719	396196
1344	812243	395553
1345	812754	394904
1346	813374	394308
1347	814042	393735
1348	814647	393132
1349	815285	392545
1350	815937	391964
1351	816494	391337
1352	817130	390749
1353	817646	390102
1354	818186	389468
1355	818798	388868
1356	819451	388288
1357	820071	387691
1358	820739	387118
1359	821447	386563
1360	821975	385923
1361	822634	385345
1362	823236	384740
1363	823849	384141
1364	824560	383586
1365	825184	382991
1366	825833	382408
1367	826525	381845
1368	827191	381269
1369	827727	380633
1370	828343	380034
1371	828933	379424
1372	829491	378798
1373	830003	378153
1374	830579	377536
1375	831251	376962
1376	831831	376347
1377	832422	375737
1378	832967	375107
1379	833547	374492
1380	834149	373887
1381	834742	373278
1382	835306	372656
1383	835861	372030
1384	836407	371401
1385	837051	370814
1386	837646	370207
1387	838228	369593
1388	838855	368999
1389	839475	368403
1390	840029	367777
1391	840734	367217
1392	841304	366598
1393	841953	366014
1394	842628	365441
1395	843184	364816
1396	843825	364228
1397	844500	363654
1398	845164	363076
1399	845810	362490
1400	846386	361874
1401	846895	361229
1402	847459	360608
1403	848042	359995
1404	848556	359352
1405	849145	358742
1406	849786	358154
1407	850469	357583
1408	851171	357020
1409	851812	356432
1410	852449	355841
1411	853119	355265
1412	853775	354682
1413	854428	354098
1414	854970	353468
1415	855521	352842
1416	856168	352255
1417	856795	351660
1418	857476	351088
1419	858095	350489
1420	858704	349887
1421	859275	349269
1422	859831	348645
1423	860318	347993
1424	860880	347372
1425	861400	346735
1426	862062	346153
1427	862610	345527
1428	863212	344922
1429	863882	344344
1430	864389	343702
1431	865084	343133
1432	865609	342498
1433	866107	341852
1434	866778	341275
1435	867366	340664
1436	868042	340088
1437	868643	339483
1438	869279	338892
1439	869821	338264
1440	870478	337680
1441	871110	337086
1442	871756	336499
1443	872367	335897
1444	872941	335282
1445	873539	334675
1446	874078	334046
1447	874625	333420
1448	875164	332791
1449	875772	332189
1450	876380	331587
1451	877044	331005
1452	877612	330388
1453	878250	329797
1454	878884	329204
1455	879432	328579
1456	880041	327977
1457	880610	327360
1458	881188	326746
1459	881816	326151
1460	882435	325552
1461	883013	324939
1462	883668	324353
1463	884178	323715
1464	884849	323136
1465	885495	322547
1466	886092	321940
1467	886622	321309
1468	887254	320716
1469	887826	320100
1470	888405	319487
1471	889107	318918
1472	889752	318329
1473	890463	317763
1474	891176	317198
1475	891867	316624
1476	892517	316036
1477	893133	315437
1478	893801	314854
1479	894286	314208
1480	894901	313608
1481	895489	312998
1482	896105	312398
1483	896777	311817
1484	897420	311226
1485	897951	310597
1486	898572	309998
1487	899297	309435
1488	899940	308844
1489	900581	308252
1490	901090	307615
1491	901755	307032
1492	902369	306430
1493	902958	305821
1494	903535	305207
1495	904190	304620
1496	904812	304021
1497	905419	303418
1498	906022	302813
1499	906550	302183
1500	907115	301565
1501	907723	300962
1502	908402	300383
1503	909024	299784
1504	909604	299172
1505	910195	298563
1506	910846	297974
1507	911498	297385
1508	912173	296803
1509	912866	296228
1510	913476	295625
1511	914070	295017
1512	914707	294423
1513	915215	293787
1514	915821	293183
1515	916368	292560
1516	916991	291962
1517	917621	291366
1518	918200	290753
1519	918738	290127
1520	919344	289523
1521	920030	288945
1522	920734	288371
1523	921308	287757
1524	921949	287164
1525	922523	286550
1526	923172	285959
1527	923792	285359
1528	924364	284745
1529	925005	284152
1530	925701	283575
1531	926375	282991
1532	926952	282378
1533	927562	281775
1534	928236	281192
1535	928837	280586
1536	929525	280006
1537	930123	279399
1538	930740	278798
1539	931388	278206
1540	932064	277623
1541	932735	277038
1542	933378	276444
1543	934031	275853
1544	934710	275270
1545	935374	274683
1546	936051	274099
1547	936571	273469
1548	937193	272869
1549	937747	272249
1550	938284	271624
1551	938830	271002
1552	939432	270396
1553	940037	269792
1554	940695	269202
1555	941357	268613
1556	941959	268007
1557	942595	267411
1558	943104	266779
1559	943690	266169
1560	944304	265566
1561	944974	264980
1562	945539	264364
1563	946143	263758
1564	946765	263158
1565	947262	262523
1566	947783	261895
1567	948390	261291
1568	949033	260696
1569	949609	260084
1570	950225	259482
1571	950798	258868
1572	951370	258255
1573	952025	257663
1574	952620	257056
1575	953213	256448
1576	953776	255832
1577	954423	255238
1578	955047	254638
1579	955686	254043
1580	956258	253429
1581	956754	252796
1582	957370	252194
1583	957966	251587
1584	958553	250977
1585	959255	250398
1586	959870	249796
1587	960455	249186
1588	961137	248601
1589	961719	247990
1590	962366	247396
1591	962990	246796
1592	963489	246164
1593	964153	245574
1594	964668	244947
1595	965236	244333
1596	965841	243728
1597	966419	243116
1598	967035	242514
1599	967596	241899
1600	968272	241312
1601	968769	240680
1602	969425	240088
1603	970108	239503
1604	970776	238913
1605	971475	238331
1606	972130	237739
1607	972698	237125
1608	973271	236512
1609	973922	235919
1610	974590	235329
1611	975277	234744
1612	975793	234117
1613	976447	233524
1614	977018	232911
1615	977638	232310
1616	978232	231702
1617	978874	231106
1618	979528	230512
1619	980064	229891
1620	980580	229265
1621	981232	228671
1622	981852	228070
1623	982536	227483
1624	983137	226877
1625	983640	226249
1626	984182	225629
1627	984765	225020
1628	985366	224414
