iter	Passed	Remaining
1629	986054	223828
1630	986667	223225
1631	987332	222633
1632	987853	222009
1633	988470	221407
1634	989124	220813
1635	989736	220210
1636	990315	219599
1637	990906	218991
1638	991465	218376
1639	992045	217766
1640	992657	217162
1641	993323	216571
1642	993935	215967
1643	994452	215343
1644	995066	214740
1645	995601	214120
1646	996229	213520
1647	996849	212919
1648	997335	212289
1649	998067	211711
1650	998710	211114
1651	999293	210504
1652	999915	209903
1653	1000538	209302
1654	1001179	208705
1655	1001735	208089
1656	1002401	207497
1657	1003000	206891
1658	1003645	206294
1659	1004280	205696
1660	1004929	205100
1661	1005556	204499
1662	1006197	203901
1663	1006820	203300
1664	1007463	202702
1665	1007981	202080
1666	1008636	201485
1667	1009339	200899
1668	1009979	200301
1669	1010511	199681
1670	1011139	199081
1671	1011709	198469
1672	1012349	197871
1673	1013002	197275
1674	1013567	196662
1675	1014147	196052
1676	1014865	195469
1677	1015367	194844
1678	1015878	194221
1679	1016471	193613
1680	1017053	193004
1681	1017624	192392
1682	1018274	191796
1683	1018873	191189
1684	1019501	190589
1685	1020147	189991
1686	1020739	189384
1687	1021445	188797
1688	1022006	188184
1689	1022663	187589
1690	1023279	186986
1691	1023961	186394
1692	1024639	185802
1693	1025193	185188
1694	1025867	184595
1695	1026422	183981
1696	1026964	183364
1697	1027462	182740
1698	1027972	182118
1699	1028680	181531
1700	1029247	180919
1701	1029824	180310
1702	1030492	179716
1703	1031133	179117
1704	1031823	178526
1705	1032436	177922
1706	1033086	177325
1707	1033723	176725
1708	1034377	176128
1709	1035051	175534
1710	1035685	174934
1711	1036186	174311
1712	1036824	173711
1713	1037457	173111
1714	1038144	172519
1715	1038685	171903
1716	1039350	171308
1717	1039987	170708
1718	1040674	170116
1719	1041238	169503
1720	1041960	168917
1721	1042561	168311
1722	1043192	167709
1723	1043862	167114
1724	1044421	166501
1725	1045059	165901
1726	1045706	165302
1727	1046387	164709
1728	1047057	164113
1729	1047620	163501
1730	1048295	162906
1731	1048909	162302
1732	1049430	161683
1733	1050129	161092
1734	1050776	160493
1735	1051463	159899
1736	1051963	159278
1737	1052577	158673
1738	1053251	158078
1739	1053906	157480
1740	1054604	156888
1741	1055199	156280
1742	1055840	155680
1743	1056492	155081
1744	1057103	154476
1745	1057769	153879
1746	1058452	153284
1747	1059028	152674
1748	1059668	152073
1749	1060377	151482
1750	1061029	150883
1751	1061633	150276
1752	1062239	149670
1753	1062953	149080
1754	1063604	148480
1755	1064215	147874
1756	1064837	147271
1757	1065456	146666
1758	1066112	146067
1759	1066642	145451
1760	1067338	144857
1761	1067962	144253
1762	1068563	143646
1763	1069209	143046
1764	1069776	142434
1765	1070389	141829
1766	1071019	141226
1767	1071631	140621
1768	1072346	140029
1769	1072922	139419
1770	1073537	138814
1771	1074130	138206
1772	1074700	137595
1773	1075393	137000
1774	1076039	136399
1775	1076678	135797
1776	1077268	135188
1777	1077832	134577
1778	1078410	133967
1779	1078998	133359
1780	1079620	132755
1781	1080291	132156
1782	1080875	131547
1783	1081493	130943
1784	1082131	130340
1785	1082691	129728
1786	1083365	129130
1787	1083995	128527
1788	1084656	127927
1789	1085238	127318
1790	1085866	126714
1791	1086385	126098
1792	1087048	125498
1793	1087683	124895
1794	1088361	124297
1795	1089040	123699
1796	1089711	123100
1797	1090216	122482
1798	1090842	121878
1799	1091421	121269
1800	1092088	120669
1801	1092767	120070
1802	1093403	119467
1803	1094083	118869
1804	1094725	118266
1805	1095342	117661
1806	1095923	117052
1807	1096565	116449
1808	1097214	115847
1809	1097772	115235
1810	1098415	114633
1811	1099065	114031
1812	1099711	113428
1813	1100369	112827
1814	1100932	112216
1815	1101607	111616
1816	1102276	111016
1817	1102908	110412
1818	1103530	109807
1819	1104226	109209
1820	1104898	108608
1821	1105528	108004
1822	1106164	107400
1823	1106847	106801
1824	1107519	106200
1825	1108183	105599
1826	1108856	104998
1827	1109505	104395
1828	1110097	103787
1829	1110625	103172
1830	1111256	102568
1831	1111867	101961
1832	1112455	101353
1833	1113055	100745
1834	1113688	100140
1835	1114370	99540
1836	1115016	98937
1837	1115615	98329
1838	1116254	97725
1839	1116876	97119
1840	1117462	96510
1841	1118105	95906
1842	1118747	95302
1843	1119336	94694
1844	1119989	94091
1845	1120692	93492
1846	1121298	92884
1847	1121928	92279
1848	1122568	91675
1849	1123234	91073
1850	1123869	90468
1851	1124474	89860
1852	1125131	89257
1853	1125731	88649
1854	1126373	88045
1855	1127011	87440
1856	1127629	86834
1857	1128235	86226
1858	1128900	85623
1859	1129585	85022
1860	1130275	84421
1861	1130965	83820
1862	1131526	83209
1863	1132175	82605
1864	1132836	82001
1865	1133484	81397
1866	1134083	80789
1867	1134587	80174
1868	1135251	79570
1869	1135867	78964
1870	1136497	78358
1871	1137174	77755
1872	1137710	77143
1873	1138367	76539
1874	1139056	75937
1875	1139612	75326
1876	1140279	74722
1877	1140860	74113
1878	1141465	73505
1879	1142045	72896
1880	1142585	72284
1881	1143137	71673
1882	1143776	71068
1883	1144306	70456
1884	1144807	69842
1885	1145450	69237
1886	1145961	68624
1887	1146621	68019
1888	1147239	67413
1889	1147802	66803
1890	1148491	66200
1891	1149145	65596
1892	1149658	64983
1893	1150292	64377
1894	1150881	63769
1895	1151480	63161
1896	1152142	62557
1897	1152770	61950
1898	1153327	61340
1899	1153903	60731
1900	1154497	60123
1901	1155006	59511
1902	1155663	58906
1903	1156234	58297
1904	1156831	57689
1905	1157492	57085
1906	1158124	56479
1907	1158762	55873
1908	1159330	55264
1909	1159845	54652
1910	1160437	54044
1911	1161027	53436
1912	1161553	52825
1913	1162172	52218
1914	1162812	51613
1915	1163426	51006
1916	1164006	50397
1917	1164584	49789
1918	1165185	49181
1919	1165845	48576
1920	1166450	47969
1921	1167078	47363
1922	1167745	46758
1923	1168361	46151
1924	1168972	45544
1925	1169586	44937
1926	1170286	44333
1927	1170822	43723
1928	1171509	43119
1929	1172059	42509
1930	1172719	41904
1931	1173345	41297
1932	1173894	40688
1933	1174535	40082
1934	1175147	39475
1935	1175788	38869
1936	1176358	38260
1937	1177002	37654
1938	1177646	37048
1939	1178348	36443
1940	1179010	35838
1941	1179650	35231
1942	1180225	34623
1943	1180760	34013
1944	1181437	33408
1945	1182056	32801
1946	1182660	32193
1947	1183299	31587
1948	1183921	30979
1949	1184431	30370
1950	1184992	29761
1951	1185659	29155
1952	1186303	28549
1953	1186911	27941
1954	1187479	27333
1955	1188142	26727
1956	1188761	26119
1957	1189421	25513
1958	1190078	24907
1959	1190678	24299
1960	1191279	23691
1961	1191946	23085
1962	1192523	22477
1963	1193154	21870
1964	1193784	21263
1965	1194457	20656
1966	1195066	20049
1967	1195755	19443
1968	1196321	18834
1969	1196875	18226
1970	1197463	17618
1971	1198109	17011
1972	1198748	16404
1973	1199420	15797
1974	1200104	15191
1975	1200731	14583
1976	1201373	13976
1977	1201953	13368
1978	1202557	12760
1979	1203212	12153
1980	1203913	11546
1981	1204518	10939
1982	1205201	10332
1983	1205779	9724
1984	1206372	9116
1985	1207060	8508
1986	1207575	7900
1987	1208156	7292
1988	1208709	6684
1989	1209396	6077
1990	1209952	5469
1991	1210454	4861
1992	1211007	4253
1993	1211643	3645
1994	1212321	3038
1995	1212924	2430
1996	1213448	1822
1997	1214095	1215
1998	1214785	607
1999	1215364	0
