iter	MultiClass
1664	2.17378283
1665	2.173703867
1666	2.173603645
1667	2.17353683
1668	2.173408705
1669	2.173345117
1670	2.173241478
1671	2.173153404
1672	2.173073871
1673	2.17299301
1674	2.172875325
1675	2.172799019
1676	2.172702404
1677	2.172608255
1678	2.172519612
1679	2.17241844
1680	2.172350297
1681	2.172238116
1682	2.172152889
1683	2.172083796
1684	2.172017551
1685	2.171934412
1686	2.17183381
1687	2.171725805
1688	2.171625583
1689	2.171543583
1690	2.171419254
1691	2.171309162
1692	2.171165661
1693	2.171082712
1694	2.170981161
1695	2.170871069
1696	2.170810138
1697	2.170738388
1698	2.170646897
1699	2.17055123
1700	2.170490869
1701	2.170405263
1702	2.170313582
1703	2.170258915
1704	2.170179383
1705	2.170128133
1706	2.170037211
1707	2.169944771
1708	2.169898457
1709	2.169797665
1710	2.169666313
1711	2.16962835
1712	2.169552044
1713	2.169469475
1714	2.169403419
1715	2.169327113
1716	2.169269979
1717	2.169144322
1718	2.169081873
1719	2.168977854
1720	2.168902118
1721	2.168815372
1722	2.168719516
1723	2.168652131
1724	2.168587404
1725	2.168500849
1726	2.168419798
1727	2.168332483
1728	2.168265288
1729	2.168112487
1730	2.168045103
1731	2.167999358
1732	2.167918876
1733	2.167815047
1734	2.167713306
1735	2.16764858
1736	2.167548547
1737	2.167451172
1738	2.167400491
1739	2.167322098
1740	2.167229278
1741	2.167129625
1742	2.167034908
1743	2.166985176
1744	2.16688856
1745	2.166793083
1746	2.166684509
1747	2.166619972
1748	2.166473055
1749	2.166374541
1750	2.16627375
1751	2.166201051
1752	2.166136513
1753	2.165962263
1754	2.165866027
1755	2.165768083
1756	2.16567811
1757	2.165599337
1758	2.165527777
1759	2.165425466
1760	2.165280258
1761	2.165143971
1762	2.165034068
1763	2.164914485
1764	2.164845772
1765	2.164763582
1766	2.164722392
1767	2.16464248
1768	2.164561808
1769	2.164504674
1770	2.164429887
1771	2.164363262
1772	2.164254877
1773	2.164183507
1774	2.16412884
1775	2.164051206
1776	2.163918715
1777	2.163807863
1778	2.163717511
1779	2.163614442
1780	2.163524849
1781	2.163420641
1782	2.163342816
1783	2.163270687
1784	2.163180145
1785	2.163098525
1786	2.163034177
1787	2.162985585
1788	2.162913265
1789	2.162865622
1790	2.16279596
1791	2.162680552
1792	2.162607663
1793	2.162540658
1794	2.162497381
1795	2.162383112
1796	2.162306996
1797	2.162201649
1798	2.162069538
1799	2.161981274
1800	2.161870232
1801	2.161716672
1802	2.161609616
1803	2.161511671
1804	2.161406324
1805	2.161324134
1806	2.161241375
1807	2.161190125
1808	2.161119703
1809	2.161012458
1810	2.160916412
1811	2.160837259
1812	2.160708944
1813	2.160563356
1814	2.160479647
1815	2.16034374
1816	2.160244467
1817	2.160110267
1818	2.160015929
1819	2.159936966
1820	2.159862559
1821	2.159798022
1822	2.159738799
1823	2.159679387
1824	2.159569295
1825	2.159533989
1826	2.159438892
1827	2.159329938
1828	2.159205229
1829	2.159129683
1830	2.159038002
1831	2.158955623
1832	2.158859576
1833	2.158782132
1834	2.158693298
1835	2.158604275
1836	2.158530627
1837	2.158417877
1838	2.158314428
1839	2.158227872
1840	2.158135812
1841	2.158087978
1842	2.15804546
1843	2.157970673
1844	2.157915247
1845	2.157831159
1846	2.157750108
1847	2.157675321
1848	2.157588575
1849	2.157547575
1850	2.157469561
1851	2.157373135
1852	2.157274621
1853	2.157165857
1854	2.157024255
1855	2.15691682
1856	2.156821723
1857	2.156733649
1858	2.156651079
1859	2.156548579
1860	2.15649581
1861	2.156417796
1862	2.156293657
1863	2.156171037
1864	2.156089037
1865	2.155948004
1866	2.155894287
1867	2.155785713
1868	2.155672393
1869	2.155591342
1870	2.155502509
1871	2.155395453
1872	2.155323703
1873	2.155261064
1874	2.155195768
1875	2.155112249
1876	2.155019429
1877	2.154939517
1878	2.154880485
1879	2.154754068
1880	2.15471136
1881	2.154624045
1882	2.154532364
1883	2.154432522
1884	2.154296424
1885	2.154190128
1886	2.154063901
1887	2.153977155
1888	2.153922868
1889	2.153867442
1890	2.153776331
1891	2.15364441
1892	2.15360303
1893	2.153527863
1894	2.153439979
1895	2.153352854
1896	2.153272183
1897	2.15322359
1898	2.153124317
1899	2.153026942
1900	2.152982715
1901	2.152913242
1902	2.152794418
1903	2.15272096
1904	2.152681099
1905	2.152594733
1906	2.15250571
1907	2.152414409
1908	2.152329182
1909	2.152258571
1910	2.152201057
1911	2.152141644
1912	2.152034589
1913	2.151969482
1914	2.15193057
1915	2.151866792
1916	2.151774732
1917	2.151715889
1918	2.151639394
1919	2.151535375
1920	2.151436861
1921	2.15134632
1922	2.151248375
1923	2.151129551
1924	2.151046792
1925	2.15092531
1926	2.150791301
1927	2.150719361
1928	2.150634703
1929	2.150529736
1930	2.150427425
1931	2.150375226
1932	2.150234384
1933	2.150181615
1934	2.150110055
1935	2.150020652
1936	2.149909041
1937	2.149825522
1938	2.149739916
1939	2.149595276
1940	2.149529221
1941	2.149431466
1942	2.149352313
1943	2.149267276
1944	2.14917085
1945	2.149060947
1946	2.148971544
1947	2.148900174
1948	2.148827855
1949	2.148727253
1950	2.148642405
1951	2.148538387
1952	2.148441961
1953	2.148367933
1954	2.148248539
1955	2.148129525
1956	2.148031011
1957	2.147965905
1958	2.147887131
1959	2.14782658
1960	2.147753502
1961	2.147696557
1962	2.147610571
1963	2.147544705
1964	2.147464603
1965	2.147398738
1966	2.147342552
1967	2.147221071
1968	2.147133186
1969	2.147031635
1970	2.146957418
1971	2.146865357
1972	2.146763996
1973	2.146677251
1974	2.146614612
1975	2.146550834
1976	2.146403727
1977	2.146330269
1978	2.146240866
1979	2.146145199
1980	2.146046306
1981	2.145998662
1982	2.145912676
1983	2.14583637
1984	2.145760255
1985	2.145664967
1986	2.145593787
1987	2.145516342
1988	2.145455222
1989	2.145379296
1990	2.145317986
1991	2.145213777
1992	2.145165754
1993	2.145120009
1994	2.145052814
1995	2.144966069
1996	2.144919564
1997	2.144844018
1998	2.144768851
1999	2.144700138
