iter	MultiClass
265	2.375642334
266	2.37512281
267	2.374504963
268	2.373925268
269	2.373516976
270	2.373073947
271	2.372524433
272	2.371950812
273	2.37135745
274	2.370860515
275	2.370329602
276	2.369899102
277	2.369471259
278	2.36895762
279	2.368487448
280	2.36806454
281	2.36760291
282	2.367127803
283	2.366631247
284	2.366139437
285	2.365644969
286	2.365249964
287	2.364777704
288	2.364295574
289	2.363855962
290	2.3634378
291	2.362973892
292	2.362612105
293	2.362224503
294	2.36173459
295	2.361261381
296	2.36083145
297	2.360372098
298	2.360007843
299	2.359622519
300	2.35917019
301	2.358721277
302	2.358249397
303	2.357836929
304	2.357422373
305	2.356976308
306	2.35652322
307	2.356124229
308	2.35571195
309	2.355305557
310	2.354924788
311	2.354513269
312	2.354058472
313	2.353710162
314	2.353329772
315	2.352958304
316	2.352646249
317	2.352248396
318	2.351822262
319	2.351454211
320	2.351128868
321	2.350751705
322	2.350384983
323	2.350020348
324	2.349714366
325	2.349339672
326	2.349053051
327	2.348648555
328	2.348289615
329	2.347839564
330	2.347489545
331	2.347133642
332	2.346783243
333	2.34644784
334	2.346166724
335	2.345848784
336	2.345496488
337	2.34511401
338	2.344782214
339	2.34439594
340	2.344072496
341	2.343795366
342	2.343407574
343	2.343136138
344	2.342818008
345	2.342528161
346	2.34226204
347	2.341875387
348	2.341601864
349	2.341332516
350	2.341016854
351	2.340687335
352	2.340387617
353	2.34009777
354	2.33988233
355	2.339589256
356	2.339221394
357	2.338922056
358	2.33864056
359	2.338341032
360	2.338087819
361	2.337768171
362	2.337349818
363	2.337026753
364	2.336645795
365	2.336423331
366	2.336142975
367	2.335805104
368	2.335476724
369	2.335229395
370	2.335001238
371	2.334652927
372	2.334327584
373	2.334088797
374	2.333803695
375	2.333547445
376	2.333301444
377	2.33303874
378	2.332674486
379	2.332327883
380	2.332009374
381	2.331807411
382	2.331527813
383	2.331269095
384	2.330988169
385	2.330717113
386	2.3303409
387	2.330103631
388	2.329885344
389	2.32960252
390	2.329355381
391	2.32914032
392	2.328900964
393	2.328662746
394	2.328400422
395	2.32817606
396	2.327989852
397	2.327783902
398	2.32750981
399	2.327263809
400	2.327045332
401	2.326802559
402	2.326583892
403	2.326253994
404	2.326037605
405	2.325849688
406	2.325606914
407	2.325397359
408	2.32516047
409	2.324928516
410	2.324754266
411	2.324460242
412	2.324229617
413	2.32399064
414	2.323782982
415	2.32351857
416	2.323273709
417	2.323027329
418	2.322850231
419	2.322656051
420	2.322401319
421	2.322149624
422	2.321898119
423	2.321578661
424	2.321328105
425	2.321054771
426	2.320772517
427	2.320544359
428	2.320330058
429	2.320080451
430	2.319938659
431	2.319782062
432	2.319567191
433	2.319389335
434	2.319171617
435	2.318884617
436	2.318616029
437	2.318407422
438	2.318215519
439	2.318011088
440	2.317673028
441	2.317360592
442	2.317028796
443	2.316824365
444	2.316580073
445	2.316342994
446	2.316092059
447	2.315890475
448	2.315716605
449	2.315552035
450	2.315324637
451	2.315034789
452	2.314872118
453	2.314645858
454	2.314479391
455	2.314288627
456	2.314151011
457	2.31391621
458	2.313671158
459	2.313373339
460	2.313112533
461	2.312888741
462	2.312686968
463	2.312494875
464	2.312355361
465	2.312187185
466	2.31199718
467	2.311867916
468	2.311701259
469	2.311456397
470	2.311255573
471	2.311088346
472	2.310845383
473	2.310614568
474	2.310426081
475	2.310305359
476	2.310084604
477	2.309887956
478	2.309624493
479	2.309472261
480	2.309188678
481	2.308966404
482	2.308835242
483	2.308587913
484	2.308347228
485	2.308073325
486	2.307856366
487	2.307724065
488	2.307576769
489	2.307364745
490	2.307166199
491	2.306974865
492	2.306801944
493	2.306630161
494	2.306469198
495	2.306154105
496	2.305895577
497	2.305706522
498	2.305528855
499	2.305368841
500	2.305251345
501	2.304907401
502	2.304769785
503	2.30458965
504	2.304460007
505	2.304234696
506	2.304042793
507	2.303860951
508	2.303644562
509	2.303482649
510	2.303294353
511	2.303088973
512	2.302946612
513	2.30279476
514	2.30259925
515	2.302422533
516	2.302175773
517	2.302018986
518	2.301884028
519	2.301741097
520	2.301553939
521	2.301362416
522	2.301170703
523	2.301033656
524	2.300882184
525	2.300765258
526	2.300600499
527	2.300421313
528	2.300144943
529	2.300011882
530	2.299801757
531	2.299654651
532	2.299495016
533	2.299285081
534	2.299028641
535	2.298862173
536	2.29870121
537	2.298603455
538	2.298518988
539	2.298390862
540	2.298217372
541	2.298082413
542	2.297876274
543	2.297699366
544	2.297526635
545	2.297340237
546	2.29716181
547	2.296914292
548	2.296641148
549	2.296423051
550	2.296152185
551	2.296053481
552	2.295862147
553	2.295661133
554	2.295534716
555	2.295380776
556	2.295222091
557	2.295087322
558	2.294951225
559	2.294775077
560	2.294598549
561	2.294483901
562	2.294337363
563	2.29420753
564	2.294071812
565	2.293910849
566	2.293792405
567	2.293598604
568	2.29347921
569	2.29330439
570	2.293208344
571	2.293067501
572	2.292920015
573	2.292753737
574	2.292552533
575	2.292345065
576	2.292184292
577	2.292012699
578	2.291890269
579	2.291780176
580	2.291534935
581	2.291382893
582	2.291254389
583	2.29106837
584	2.290855777
585	2.290700888
586	2.29048374
587	2.290309869
588	2.290164471
589	2.290043938
590	2.289949031
591	2.289732832
592	2.289606794
593	2.289469748
594	2.289350734
595	2.289217104
596	2.289070567
597	2.288894419
598	2.288738391
599	2.288602483
600	2.288434687
601	2.288286252
602	2.288082201
603	2.287939649
604	2.287829367
605	2.287677895
606	2.287531357
607	2.287398487
608	2.287251001
609	2.287023413
610	2.286876116
611	2.286742297
612	2.286565958
613	2.286415245
614	2.286295092
615	2.286210245
616	2.286038842
617	2.285905592
618	2.285739694
619	2.28558955
620	2.285401633
621	2.285311851
622	2.285159809
623	2.285012323
624	2.284868443
625	2.28471716
626	2.284559994
627	2.28439979
628	2.284263503
629	2.284053567
630	2.283943475
631	2.283805289
632	2.283615095
633	2.283518099
634	2.283373081
635	2.283259192
636	2.283125752
637	2.282986238
638	2.282882788
639	2.282704742
640	2.282538084
641	2.282413945
642	2.282260955
643	2.282184839
644	2.282031278
645	2.281861774
646	2.281738394
647	2.28155807
648	2.281378125
649	2.281149968
650	2.281035509
651	2.280875115
652	2.280780588
653	2.280595138
654	2.280483337
655	2.280258976
656	2.280140152
657	2.280050749
658	2.279969128
659	2.279815378
660	2.279695985
661	2.279529327
662	2.279416197
663	2.279283137
664	2.27913622
665	2.279025558
666	2.278857762
667	2.278722803
668	2.278594109
669	2.278491609
670	2.278359497
671	2.278218085
672	2.278035104
673	2.277920835
674	2.27778227
675	2.277583344
676	2.277398844
677	2.277267302
678	2.277123612
679	2.276976885
680	2.276881788
681	2.276749677
682	2.276604088
683	2.276388459
684	2.27626375
685	2.276135435
686	2.275990986
687	2.275849574
688	2.275723537
689	2.275566939
690	2.275469185
691	2.275319041
692	2.275139476
693	2.274982309
694	2.274907332
695	2.274794392
696	2.274705559
697	2.274574776
698	2.274442665
699	2.274310934
700	2.274185656
701	2.27405791
702	2.273847595
703	2.273732378
704	2.273597609
705	2.273444428
706	2.273316113
707	2.273101622
708	2.273003108
709	2.272793173
710	2.272702062
711	2.272546603
712	2.272407469
713	2.272196774
714	2.272071307
715	2.271979436
716	2.271851501
717	2.271734005
718	2.271603033
719	2.271466176
720	2.271253204
721	2.271169116
722	2.271059023
723	2.270931657
724	2.270771454
725	2.270656426
726	2.270571578
727	2.270425041
728	2.270205046
729	2.270079388
730	2.269981064
731	2.26986224
732	2.269765814
733	2.269611874
734	2.269509564
735	2.269316901
736	2.269144549
737	2.269038443
738	2.268922466
739	2.268822244
740	2.268640591
741	2.26854853
742	2.268478109
743	2.268382442
744	2.268183516
745	2.267924609
746	2.267813377
747	2.267708599
748	2.267606668
749	2.267487275
750	2.26735915
751	2.267217358
752	2.267104228
753	2.266983506
754	2.266888598
755	2.266745668
756	2.266659681
757	2.266509348
758	2.26634288
759	2.266200899
760	2.266103524
761	2.266026079
762	2.265899472
763	2.265818991
764	2.265677958
765	2.265561412
766	2.265464986
767	2.265252203
768	2.265104907
769	2.264990069
770	2.26486536
771	2.264714268
772	2.264576652
773	2.264450805
774	2.264266494
775	2.264154883
776	2.264070415
777	2.263994869
778	2.263871679
779	2.263758929
780	2.263663072
781	2.263519952
782	2.263396572
783	2.263200683
784	2.263052817
785	2.262872113
786	2.262737534
787	2.262654206
788	2.262511275
789	2.262421872
790	2.262319942
791	2.262195423
792	2.262097289
793	2.262008455
794	2.261862298
795	2.261775932
796	2.261669256
797	2.261557645
798	2.261427431
799	2.261360047
800	2.261290954
801	2.261205348
802	2.261095635
803	2.26100813
804	2.260931255
805	2.260840713
806	2.260677852
807	2.260494111
808	2.260282278
809	2.260149217
810	2.260045958
811	2.259895245
812	2.259825393
813	2.259745481
814	2.259590592
815	2.259467592
816	2.259382934
817	2.259285749
818	2.259150601
819	2.25904867
820	2.258907638
821	2.25878198
822	2.2586586
823	2.258545471
824	2.258441832
825	2.258352619
826	2.258259799
827	2.258182354
828	2.258005827
829	2.257913576
830	2.257763812
831	2.257659604
832	2.257559002
833	2.257468081
834	2.257307877
835	2.257188863
836	2.257078391
837	2.256978927
838	2.256897117
839	2.256772029
840	2.256621506
841	2.25648389
842	2.256374936
843	2.256274904
844	2.256168418
845	2.256023589
846	2.255943107
847	2.255881227
848	2.255750445
849	2.255604098
850	2.255517922
851	2.255388468
852	2.255321843
853	2.255219912
854	2.255147213
855	2.255029907
856	2.254935379
857	2.254830791
858	2.254704375
859	2.254548726
860	2.254359101
861	2.254287161
862	2.254170425
863	2.254041351
864	2.25386805
865	2.253744101
866	2.25364179
867	2.253516512
868	2.253375859
869	2.253260072
870	2.253173896
871	2.252961683
872	2.252840771
873	2.252773766
874	2.252649248
875	2.252538206
876	2.252399072
877	2.252255002
878	2.252160095
879	2.252011659
880	2.251843103
881	2.251646645
882	2.251546233
883	2.251454742
884	2.251368376
885	2.251235506
886	2.251103205
887	2.250994441
888	2.250902191
889	2.250752427
890	2.250641954
891	2.250514588
892	2.250407912
893	2.250309588
894	2.250234042
895	2.250139704
896	2.250032079
897	2.249898639
898	2.249720023
899	2.249584685
900	2.249378166
901	2.24924036
902	2.249095342
903	2.248931152
904	2.248876105
905	2.248685152
906	2.248606758
907	2.248522101
908	2.248408212
909	2.248349179
910	2.248257119
911	2.248074327
912	2.24798891
913	2.24790729
914	2.247809345
915	2.247649711
916	2.247516461
917	2.247442053
918	2.247330442
919	2.247238761
920	2.247088618
921	2.246997317
922	2.246905257
923	2.24679915
924	2.246679946
925	2.246558844
926	2.24640927
927	2.24626596
928	2.246181682
929	2.246028311
930	2.245903982
931	2.245816288
932	2.245664246
933	2.245515621
934	2.245362251
935	2.245252727
936	2.245081894
937	2.244975787
938	2.24485013
939	2.244770028
940	2.244669236
941	2.244551551
942	2.244466703
943	2.244281444
944	2.244190333
945	2.244099791
946	2.243979259
947	2.243836707
948	2.24373117
949	2.243650309
950	2.243561855
951	2.243448726
952	2.243304276
953	2.243217151
954	2.243113512
955	2.24304442
956	2.24294154
957	2.242805443
958	2.242694401
959	2.24263423
960	2.242521479
961	2.242398479
962	2.242257826
963	2.242125905
964	2.242067822
965	2.241935521
966	2.241842891
967	2.241778923
968	2.241643016
969	2.241520205
970	2.241385816
971	2.241249719
972	2.241165821
973	2.241076608
974	2.240968223
975	2.240881668
976	2.240804793
977	2.240732853
978	2.240636047
979	2.240534496
980	2.240403144
981	2.240303681
982	2.240185996
983	2.24012051
984	2.23996619
985	2.239830093
986	2.239757583
987	2.23963819
988	2.239559037
989	2.239459764
990	2.239373018
991	2.239281148
992	2.23916612
993	2.239070453
994	2.238955615
995	2.238894305
996	2.238807559
997	2.238712652
998	2.238607495
999	2.23844805
1000	2.238343082
1001	2.238203378
1002	2.238115684
1003	2.237969147
1004	2.237855068
1005	2.237746684
1006	2.237649498
1007	2.23755535
1008	2.2374836
1009	2.237389831
1010	2.237284294
1011	2.237106248
1012	2.237047785
1013	2.236907322
1014	2.236712192
1015	2.2366114
1016	2.236483275
1017	2.236340155
1018	2.23613914
1019	2.236086372
1020	2.235991464
1021	2.235839423
1022	2.235736733
1023	2.235655302
1024	2.235524709
1025	2.235410441
1026	2.235316103
1027	2.235187408
1028	2.235075987
1029	2.234998352
1030	2.234858459
1031	2.234729764
1032	2.234633718
1033	2.234551528
1034	2.234470097
1035	2.23438563
1036	2.234265097
1037	2.234173606
1038	2.234031815
1039	2.233904828
1040	2.233822259
1041	2.233647249
1042	2.233547596
1043	2.233488944
1044	2.233420041
1045	2.233282425
1046	2.233171953
1047	2.233073439
1048	2.232945693
1049	2.23283636
1050	2.232736897
1051	2.232646355
1052	2.23256929
1053	2.232475521
1054	2.232383651
1055	2.232324808
1056	2.232196304
1057	2.23208716
1058	2.232006678
1059	2.231933979
1060	2.231857104
1061	2.231740558
1062	2.231622303
1063	2.231459821
1064	2.231408571
1065	2.231307969
1066	2.231227868
1067	2.231109613
1068	2.231034636
1069	2.230909358
1070	2.230822423
1071	2.230750863
1072	2.230617802
1073	2.230546432
1074	2.230446399
1075	2.230355668
1076	2.230228112
1077	2.23005614
1078	2.229925357
1079	2.229855505
1080	2.229766482
1081	2.229642533
1082	2.22952219
1083	2.229349079
1084	2.22926537
1085	2.229177866
1086	2.229068532
1087	2.228995833
1088	2.228931486
1089	2.228860305
1090	2.228719273
1091	2.228594185
1092	2.22849643
1093	2.228411583
1094	2.228320282
1095	2.22821949
1096	2.228052453
1097	2.227868902
1098	2.227821828
1099	2.227715531
1100	2.227585508
1101	2.227485665
1102	2.227404994
1103	2.227282373
1104	2.227194869
1105	2.227114007
1106	2.226988919
1107	2.226910526
1108	2.226814669
1109	2.226735327
1110	2.226647822
1111	2.226461424
1112	2.226369553
1113	2.226302359
1114	2.226238011
1115	2.226096599
1116	2.226009094
1117	2.225887043
1118	2.225779988
1119	2.225678437
1120	2.225605927
1121	2.225503997
1122	2.22540814
1123	2.225275839
1124	2.225178084
1125	2.225068371
1126	2.22498732
1127	2.22490551
1128	2.224778334
1129	2.224652297
1130	2.224494181
1131	2.224379723
1132	2.224242486
1133	2.224133533
1134	2.22404432
1135	2.223928722
1136	2.223805342
1137	2.223691643
1138	2.223538463
1139	2.223461777
1140	2.223370287
1141	2.223249564
1142	2.223094485
1143	2.22301818
1144	2.222866707
1145	2.222745226
1146	2.222645383
1147	2.222528647
1148	2.222415517
1149	2.222287772
1150	2.222235762
1151	2.222128897
1152	2.22199204
1153	2.221907572
1154	2.221832785
1155	2.221754202
1156	2.221685868
1157	2.221611271
1158	2.221485424
1159	2.221367169
1160	2.221248345
1161	2.22118153
1162	2.221091937
1163	2.220983553
1164	2.220912372
1165	2.220761659
1166	2.220631066
1167	2.220557798
1168	2.220450552
1169	2.220363048
1170	2.220274025
1171	2.220177409
1172	2.220044728
1173	2.219929131
1174	2.219851117
1175	2.21973514
1176	2.219635867
1177	2.219559181
1178	2.21944719
1179	2.219347158
1180	2.219250352
1181	2.21916057
1182	2.21902675
1183	2.218910014
1184	2.218813398
1185	2.218701407
1186	2.218613523
1187	2.218471921
1188	2.21842219
1189	2.218285902
1190	2.218210166
1191	2.218119814
1192	2.218017694
1193	2.217941198
1194	2.217858249
1195	2.217734869
1196	2.217586244
1197	2.217515823
1198	2.217439517
1199	2.217353531
1200	2.21725179
1201	2.217146443
1202	2.217002943
1203	2.216864378
1204	2.216815596
1205	2.216750869
1206	2.216673994
1207	2.216555549
1208	2.216426095
1209	2.216356243
1210	2.216297021
1211	2.216214451
1212	2.216149725
1213	2.216063738
1214	2.215968451
1215	2.215883984
1216	2.215763831
1217	2.215679932
1218	2.215591858
1219	2.21553871
1220	2.215407358
1221	2.215345478
1222	2.215268034
1223	2.215176923
1224	2.215104034
1225	2.215023362
1226	2.214914029
1227	2.214837913
1228	2.214660816
1229	2.214595519
1230	2.214476885
1231	2.214356922
1232	2.214212663
1233	2.214099913
1234	2.214021709
1235	2.213882195
1236	2.213807408
1237	2.213700921
1238	2.213622528
1239	2.213500856
1240	2.213422653
1241	2.213297944
1242	2.213237773
1243	2.213130148
1244	2.213051564
1245	2.212990824
1246	2.212906356
1247	2.2128403
1248	2.212734953
1249	2.212623721
1250	2.212535457
1251	2.212443207
1252	2.212378101
1253	2.212319638
1254	2.21222492
1255	2.212117675
1256	2.211997901
1257	2.211926151
1258	2.211851554
1259	2.21173216
1260	2.211637253
1261	2.211577082
1262	2.211514253
1263	2.211428077
1264	2.211325767
1265	2.211235415
1266	2.211116401
1267	2.211002891
1268	2.210944238
1269	2.210872868
1270	2.21076809
1271	2.210614909
1272	2.210481659
1273	2.21033721
1274	2.210279317
1275	2.210197696
1276	2.210113798
1277	2.210037302
1278	2.209925501
1279	2.209829835
1280	2.209664885
1281	2.20958858
1282	2.20948589
1283	2.209391362
1284	2.209227172
1285	2.209154093
1286	2.209071144
1287	2.208964468
1288	2.208828181
1289	2.208744662
1290	2.208648806
1291	2.208533778
1292	2.208380218
1293	2.2083265
1294	2.208268227
1295	2.208191731
1296	2.208125486
1297	2.207958069
1298	2.207862782
1299	2.207794828
1300	2.207718143
1301	2.207644115
1302	2.207522634
1303	2.20744424
1304	2.207338323
1305	2.207273596
1306	2.207195393
1307	2.207086439
1308	2.207005388
1309	2.206826202
1310	2.206738508
1311	2.20659273
1312	2.20645967
1313	2.206354702
1314	2.206292632
1315	2.206224868
1316	2.206142109
1317	2.20599747
1318	2.205855299
1319	2.205804428
1320	2.205715025
1321	2.205622396
1322	2.205539257
1323	2.205451183
1324	2.205353997
1325	2.205215053
1326	2.205151655
1327	2.205069655
1328	2.205008154
1329	2.204955766
1330	2.20484852
1331	2.204783224
1332	2.204707298
1333	2.204601001
1334	2.204508941
1335	2.204441936
1336	2.204285908
1337	2.204141269
1338	2.204025672
1339	2.203920515
1340	2.203811561
1341	2.203753667
1342	2.203614533
1343	2.203521334
1344	2.203406685
1345	2.203279699
1346	2.203170745
1347	2.203015287
1348	2.202900069
1349	2.20282756
1350	2.202747838
1351	2.202672481
1352	2.202574157
1353	2.20246824
1354	2.202383772
1355	2.202298925
1356	2.20221199
1357	2.202122397
1358	2.202046092
1359	2.201964471
1360	2.201848874
1361	2.201782059
1362	2.20171904
1363	2.201620526
1364	2.201517267
1365	2.201397494
1366	2.201313216
1367	2.201204072
1368	2.201115049
1369	2.201013308
1370	2.200906063
1371	2.200770915
1372	2.200708276
1373	2.20062172
1374	2.200546174
1375	2.200405711
1376	2.200268095
1377	2.200203937
1378	2.200087011
1379	2.200035761
1380	2.199944081
1381	2.199879354
1382	2.199811779
1383	2.19971877
1384	2.199597289
1385	2.199497446
1386	2.199407284
1387	2.199254103
1388	2.199194691
1389	2.19903107
1390	2.198952297
1391	2.198904654
1392	2.198815061
1393	2.198731732
1394	2.19866245
1395	2.198597153
1396	2.198491047
1397	2.198409806
1398	2.198321162
1399	2.198219232
1400	2.198151658
1401	2.19807725
1402	2.198008157
1403	2.197921222
1404	2.197834097
1405	2.197789301
1406	2.197681486
1407	2.197613722
1408	2.197510842
1409	2.197443838
1410	2.197341527
1411	2.197256111
1412	2.197126277
1413	2.197069902
1414	2.196960948
1415	2.196876481
1416	2.19680473
1417	2.196687045
1418	2.196574675
1419	2.196476161
1420	2.196410105
1421	2.196330573
1422	2.196297924
1423	2.196195045
1424	2.19608666
1425	2.196007887
1426	2.195952651
1427	2.195838193
1428	2.195780299
1429	2.195695072
1430	2.195607188
1431	2.195511711
1432	2.195376752
1433	2.195302155
1434	2.195219775
1435	2.195146507
1436	2.195084058
1437	2.194970928
1438	2.194903354
1439	2.194820784
1440	2.194734418
1441	2.194660201
1442	2.194554664
1443	2.194417427
1444	2.194354789
1445	2.194268043
1446	2.194145233
1447	2.194066839
1448	2.193988256
1449	2.193892969
1450	2.193817992
1451	2.193711506
1452	2.19362533
1453	2.193530042
1454	2.193437603
1455	2.193352945
1456	2.193272274
1457	2.193182871
1458	2.193099352
1459	2.192990209
1460	2.192828486
1461	2.192746486
1462	2.192656324
1463	2.192555532
1464	2.19245493
1465	2.192351291
1466	2.192228861
1467	2.192145912
1468	2.192043222
1469	2.191976597
1470	2.191881499
1471	2.191817721
1472	2.191710096
1473	2.191599055
1474	2.191503957
1475	2.191420059
1476	2.191308258
1477	2.191218855
1478	2.19111123
1479	2.191035114
1480	2.190981776
1481	2.190861813
1482	2.190795758
1483	2.190678642
1484	2.190586771
1485	2.190540077
1486	2.190463392
1487	2.190363739
1488	2.190275285
1489	2.190162725
1490	2.190084141
1491	2.190008405
1492	2.189919192
1493	2.1898594
1494	2.189732414
1495	2.189636937
1496	2.189530071
1497	2.189400617
1498	2.189310455
1499	2.189177395
1500	2.189105835
1501	2.188999728
1502	2.188892483
1503	2.188777265
1504	2.18872089
1505	2.188629589
1506	2.188502033
1507	2.188374478
1508	2.18824844
1509	2.188155241
1510	2.188046857
1511	2.187950241
1512	2.187891588
1513	2.187834644
1514	2.187762514
1515	2.187700065
1516	2.187621292
1517	2.187539482
1518	2.187451977
1519	2.18730525
1520	2.187211291
1521	2.187116194
1522	2.187012935
1523	2.186890124
1524	2.186794268
1525	2.186706384
1526	2.186567439
1527	2.186458485
1528	2.186335865
1529	2.186226341
1530	2.186111883
1531	2.186064809
1532	2.185874235
1533	2.1858171
1534	2.185687457
1535	2.185623299
1536	2.185528392
1537	2.185484165
1538	2.185406341
1539	2.185343702
1540	2.185226966
1541	2.185172109
1542	2.185074165
1543	2.184954201
1544	2.184849044
1545	2.184757363
1546	2.184679729
1547	2.184629808
1548	2.184509655
1549	2.184402219
1550	2.184314715
1551	2.184211266
1552	2.184088835
1553	2.184009113
1554	2.183902626
1555	2.1838062
1556	2.183743751
1557	2.183675228
1558	2.183553936
1559	2.18346833
1560	2.183350644
1561	2.183272631
1562	2.183226505
1563	2.18311926
1564	2.183011255
1565	2.182915209
1566	2.182826375
1567	2.182714005
1568	2.182625551
1569	2.182558167
1570	2.182428523
1571	2.18237082
1572	2.182265093
1573	2.182155949
1574	2.182055916
1575	2.182000111
1576	2.181930639
1577	2.181811245
1578	2.181707986
1579	2.18161156
1580	2.181547592
1581	2.181435032
1582	2.181340504
1583	2.181253379
1584	2.181156383
1585	2.181061666
1586	2.180952522
1587	2.180825726
1588	2.180744105
1589	2.180661536
1590	2.180571184
1591	2.180504559
1592	2.180404526
1593	2.18033923
1594	2.180234832
1595	2.180158526
1596	2.180085257
1597	2.179935873
1598	2.179833563
1599	2.179795789
1600	2.179714738
1601	2.179606924
1602	2.179505562
1603	2.179363771
1604	2.179250831
1605	2.179126122
1606	2.179016979
1607	2.178868733
1608	2.178786923
1609	2.178704733
1610	2.178617608
1611	2.178546807
1612	2.178484358
1613	2.178394955
1614	2.178293404
1615	2.178199445
1616	2.178130922
1617	2.178005644
1618	2.17790789
1619	2.177857589
1620	2.177749394
1621	2.177659612
1622	2.17753851
1623	2.177426519
1624	2.177354199
1625	2.177244676
1626	2.177140657
1627	2.177069097
1628	2.177007028
1629	2.176880041
1630	2.176756092
1631	2.176674282
1632	2.176592282
1633	2.176518824
1634	2.176438152
1635	2.176350078
1636	2.176269596
1637	2.17615362
1638	2.176080351
1639	2.1760198
1640	2.175924703
1641	2.175849916
1642	2.175771142
1643	2.175717425
1644	2.175623276
1645	2.175505022
1646	2.175444661
1647	2.175312739
1648	2.175253707
1649	2.175159558
1650	2.175053072
1651	2.174961961
1652	2.174894197
1653	2.174825104
1654	2.174777271
1655	2.174682743
1656	2.174569614
1657	2.17449084
1658	2.174351326
1659	2.174272553
1660	2.174143858
1661	2.174056923
1662	2.173942655
1663	2.173891784
